Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away,jogador20_home,HS,AS,HST,AST,B365H,B365D,B365A,HTHG,HTAG
8.0,dom,2020-11-29,17:30,Boavista,1.1,0.6,Belenenses,0,Estádio do Bessa Século XXI,Tiago Martins,/pt/partidas/9975d444/Boavista-Belenenses-SAD-2020Novembro29-Primeira-Liga,0,0,4-2-3-1,3-4-3,6.0,11.0,4.0,7.0,18.0,14.0,612.0,569.0,20.0,21.0,11.0,14.0,21.0,19.0,1.0,3.0,,,68.0,80.0,1.0,0.0,0.0,4.0,0.0,0.0,Leonardo César Jardim,Reggie Cannon,Adil Rami,Chidozie Awaziem,Javi García,Nuno Santos,Gustavo Sauer,Jorge Bengoché,Angel Gomes,Ricardo Mangas,Show,Rafael Bracalli,Alejandro Gómez,Musa Juwara,Jackson Porozo,Nathan,Sebastián Pérez Cardona,Jeriel Córdova,Cristian Castro,Stanislav Kritsyuk,Tomás Ribeiro,Rúben Lima,Bruno Ramires,Cauê Cecilio da Silva,Silvestre Varela,Miguel Filipe Nunes Cardoso,Tiago Esgaio,Thibang Phete,Henrique,Afonso Sousa,André Moreira,Diogo Calila,Edi Semedo,Mateo Cassierra,Danny Henriques,Sphephelo Sithole,Robinho Vieira,Jordan van der Gaag,,15,14,6,4,2.1,3.1,3.75,0,0
8.0,dom,2020-11-29,20:00,Sp Braga,2.0,0.3,Farense,0,Estádio Municipal de Braga,António Nobre,/pt/partidas/9269ec10/Braga-Farense-2020Novembro29-Primeira-Liga,1,0,3-4-3,4-4-2,19.0,17.0,7.0,3.0,29.0,9.0,706.0,428.0,8.0,9.0,12.0,21.0,8.0,24.0,0.0,3.0,7.0,13.0,68.0,65.0,3.0,0.0,0.0,3.0,0.0,0.0,Matheus,Nuno Sequeira,David Carmo,Paulinho,Ricardo Horta,Fransérgio,Bruno Viana,Iuri Medeiros,Ricardo Esgaio,André Castro,Galeno,Tiago Sá,Vítor Tormena,João Novais,Almoatasem Al Musrati,Abel Ruiz,André Horta,Raul Silva,Rodrigo Gomes,Rafael Defendi,César,Amine Oudrhiri,Filipe Melo,Nikola Stojiljković,Braian Mansilla,Ryan Gauld,Bilel Aouacheria,Claudio Falcão,Abner,Alexandre Pinto,Hugo Marques,Hugo Seco,Madi Queita,Burá,Fabrício Isidoro,Patrick,Cássio,Álvarinho,,16,6,7,0,1.33,5.0,9.0,0,0
8.0,seg,2020-11-30,19:00,Maritimo,1.0,1.3,Benfica,0,Estádio dos Barreiros,Manuel Mota,/pt/partidas/dca309c0/Maritimo-Benfica-2020Novembro30-Primeira-Liga,1,2,3-4-3,4-4-2,21.0,9.0,1.0,12.0,11.0,23.0,398.0,800.0,24.0,14.0,8.0,14.0,26.0,16.0,2.0,0.0,15.0,6.0,76.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,Charles,Cláudio Winck,Lucas Áfrico,Jean,Rodrigo Pinho,Rúben Macedo,Rene Santos,Pedro Pelágio,Léo Andrade,Marcelo Hermes,Diederrick Joel,Amir Abedzadeh,Rafik Guitane,Jorge Correa,Jean Cléber,Milson,Franck-Yves Bambock,Fábio China,Ali Alipour,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,Jan Vertonghen,Everton Soares,Gabriel,Luca Waldschmidt,Haris Seferović,Pizzi,Rafa Silva,Nicolás Otamendi,Helton Leite,Franco Cervi,Diogo Gonçalves,Chiquinho,Andreas Samaris,Jardel,Facundo Ferreyra,João Ferreira,,5,12,2,2,9.0,5.5,1.3,1,1
7.0,ter,2020-12-01,21:45,Moreirense,0.7,0.8,Pacos Ferreira,0,P.D. Comendador Joaquim de Almeida Freit...,Hélder Malheiro,/pt/partidas/373727b6/Moreirense-Pacos-de-Ferreira-2020Dezembro1-Primeira-Liga,0,1,5-3-2,4-1-4-1,18.0,26.0,2.0,2.0,17.0,11.0,679.0,493.0,20.0,26.0,9.0,17.0,10.0,12.0,0.0,2.0,8.0,8.0,91.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,Mateus Pasinato,Anthony D'Alberto,Lazar Rosić,Nahuel Ferraresi,Fábio Pacheco,Felipe Pires,André Luis,Afonso Figueiredo,Alexandre Miguel Barros Soares,Walterson,Gonçalo Franco,Miguel Oliveira,David Tavares,Ibrahima Camará,Steven Vitória,Filipe Soares,Reynaldo Cesar Moraes,Jefferson Galego,,Jordi Almeida,Marco Baixinho,Oleg Reabciuk,Hélder Ferreira,Bruno Xavier Almeida Costa,Luther Singh,Luíz Carlos,Fernando Ferreira Fonseca,Marcelo dos Santos Ferreira,Stephen Eustáquio,Douglas Tanque,Michael,Abbas Ibrahim,Zé Uilton,Matchoi Djaló,Adriano Castanheira,Lamine Diaby,Maracás,João Pedro Sousa Silva,,10,12,2,4,3.6,3.25,2.1,0,1
9.0,sáb,2020-12-05,15:30,Guimaraes,0.5,0.3,Portimonense,0,Estádio Dom Afonso Henriques,António Nobre,/pt/partidas/073aff37/Vitoria-Guimaraes-Portimonense-2020Dezembro5-Primeira-Liga,1,0,4-3-3,4-2-3-1,19.0,17.0,5.0,3.0,10.0,17.0,496.0,597.0,8.0,15.0,14.0,12.0,16.0,9.0,1.0,4.0,11.0,5.0,79.0,83.0,5.0,0.0,0.0,4.0,0.0,0.0,Bruno Varela,Abdul Mumin,Marcus Edwards,Bruno Duarte,André André,Rochinha,Falaye Sacko,José Luis García Vayá,Sílvio,Jorge Filipe Oliveira Fernandes,Domingos André Ribeiro Almeida,Matouš Trmal,Easah Suliman,Ricardo Quaresma,Gideon Mensah,Lyle Foster,Jacob Maddox,Noah Holm,Miguel Luís,Samuel Portugal,Maurício Antônio,Lucas Possignolo,Dener,Fabrício dos Santos Messias,Anderson,Júlio César,Fahd Moufi,Pedro Sá,Koki Anzai,Aylton Boa Morte,Ricardo Abel Barbosa Ferreira,Romulo,Ricardo Vaz Tê,Beto,Luquinha,Willyan,Safawi Rasid,Fali Candé,,10,7,3,1,1.9,3.5,4.0,1,0
9.0,sáb,2020-12-05,15:30,Moreirense,0.1,0.9,Gil Vicente,0,P.D. Comendador Joaquim de Almeida Freit...,Miguel Nogueira,/pt/partidas/24b9aa9a/Moreirense-Gil-Vicente-FC-2020Dezembro5-Primeira-Liga,1,1,5-3-2,4-3-3,16.0,19.0,1.0,2.0,8.0,10.0,655.0,527.0,17.0,23.0,17.0,16.0,7.0,8.0,3.0,1.0,7.0,7.0,70.0,91.0,3.0,0.0,0.0,2.0,0.0,0.0,Mateus Pasinato,Anthony D'Alberto,Lazar Rosić,Fábio Pacheco,David Tavares,Ibrahima Camará,Felipe Pires,André Luis,Steven Vitória,Filipe Soares,Afonso Figueiredo,Miguel Oliveira,Nahuel Ferraresi,Yan Santos,Alexandre Miguel Barros Soares,Reynaldo Cesar Moraes,Jefferson Galego,Derik Lacerda,Walterson,Denis,Joel Pereira,Rodrigão,João Afonso Crispim,Lourency,Claude Gonçalves,Renan,Lucas Mineiro,Rúben Fernandes,Samuel,Ygor Nogueira,Daniel Fuzato,Miullen,Antoine Léautey,Kanya Fujimoto,Vitor Carvalho,Yves Baraye,Talocha,Henrique Gomes,,4,6,2,2,3.1,3.2,2.45,0,0
9.0,sáb,2020-12-05,18:00,Famalicao,0.7,1.4,Sp Lisbon,0,Estádio Municipal 22 de Junho,Luís Godinho,/pt/partidas/224a2f41/Famalicao-Sporting-CP-2020Dezembro5-Primeira-Liga,2,2,4-2-3-1,3-4-3,21.0,20.0,3.0,4.0,12.0,20.0,416.0,658.0,13.0,14.0,11.0,4.0,24.0,24.0,0.0,0.0,11.0,5.0,60.0,97.0,6.0,0.0,0.0,5.0,0.0,1.0,Luiz Lúcio Reis Júnior,Srđan Babić,Rúben Lameiras,Gustavo Assuncao,Leonardo Campana,Riccieli,Joaquín Pereyra,Carlos Valenzuela,Edwin Herrera,Gil Bastião Dias,Bruno Jordão,Ivan Zlobin,Dani Morer,Henrique Trevisan,Jhonata Robert,Ivan Jaime Pajuelo,João Neto,Marcello Trotta,Jorge Ferreira,Antonio Adán,Zouhair Feddal,Sebastián Coates,João Palhinha,Andraž Šporar,Nuno Santos,Luís Neto,João Mário,Pedro Porro,Pedro Gonçalves,Vitorino Antunes,Luís Maximiano,Bruno Tabata,Matheus Nunes,Tiago Tomás,Cristian Borja,Pedro David Rosendo Marques,Gonçalo Inácio,Daniel Bragança,,5,15,2,6,5.75,4.2,1.53,1,2
9.0,sáb,2020-12-05,20:30,Porto,2.8,0.9,Tondela,0,Estádio Do Dragão,Tiago Martins,/pt/partidas/30f272f8/Porto-Tondela-2020Dezembro5-Primeira-Liga,4,3,4-4-2,5-3-2,15.0,12.0,5.0,2.0,25.0,7.0,822.0,444.0,13.0,22.0,17.0,20.0,11.0,26.0,3.0,1.0,3.0,10.0,65.0,81.0,3.0,0.0,1.0,5.0,0.0,0.0,Agustín Marchesín,Luis Díaz,Mateus Uribe,Mehdi Taremi,Moussa Marega,Zaidu Sanusi,Wilson Manafá,Chancel Mbemba,Otávio,Sérgio Oliveira,Malang Sarr,Diogo Costa,Diogo Leite,Shoya Nakajima,Marko Grujić,Jesús Corona,Toni Martínez,Evanilson,Eulânio Ângelo Chipela Gomes,Babacar Niasse,Pedro Borges,João Pedro,Jaume Grau,Mario González,Tiago Melo Almeida,Filipe Ferreira,Enzo Martínez,Yohan Tavares,Abdel Jalil Medioub,Rafael Barbosa,Pedro Trigueira,Bebeto,Jota Gonçalves,João Jaquité,Jhon Murillo,Tomislav Štrkalj,João Mendes,Naoufel Khacef,,16,8,9,4,1.18,7.0,15.0,2,2
9.0,dom,2020-12-06,15:00,Nacional,1.6,2.4,Santa Clara,0,Estádio da Madeira,Vitor Ferreira Fernandes,/pt/partidas/00894877/Nacional-Santa-Clara-2020Dezembro6-Primeira-Liga,1,3,4-3-3,4-3-3,13.0,9.0,7.0,12.0,25.0,24.0,511.0,483.0,17.0,12.0,6.0,14.0,23.0,22.0,4.0,0.0,5.0,9.0,73.0,112.0,3.0,0.0,0.0,2.0,0.0,0.0,Daniel Guimarães,Lucas Kal,Pedrão,Abdullahi Ibrahim Alhassan,João Pedro Gomes Camacho,Vincent Koziello,Kenji Gorré,Rúben Micael,João Vigário,Mabrouk Rouai,Brayan Riascos,Riccardo Piscitelli,Larry Azouni,Vladan Danilović,Gergely Bobál,Rui Correia,Bryan Róchez,Vincent Thill,Nuno Borges,Marco André Rocha Pereira,Rafael Ramos,Mikel Villanueva,Fábio Cardoso,Osama Rashid,Carlos,Thiago Santana,João Paulo Lázaro Lucas,Ukra,Julio Romão,Costinha,André Ferreira,João Afonso,Lincoln,Gustavo Viera,Jean Patric,Cristian González,Lucas Marques,Diogo Salomão,,15,13,4,8,2.75,3.1,2.62,1,2
9.0,dom,2020-12-06,17:30,Rio Ave,0.7,0.9,Boavista,0,Estádio do Rio Ave Futebol Clube,João Bento,/pt/partidas/e7a10ce5/Rio-Ave-Boavista-2020Dezembro6-Primeira-Liga,0,0,4-2-3-1,4-2-3-1,14.0,15.0,7.0,0.0,22.0,0.0,790.0,418.0,15.0,25.0,12.0,19.0,4.0,24.0,2.0,3.0,,,85.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,Paweł Kieszek,Filipe Augusto,Toni Borevkovic,Gelson,Diego Lopes,Francisco Geraldes,Pelé,Carlos Mané,Pedro Amaral,Ivo Pinto,Aderlan Santos,Léo,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Costinha,Nikola Jambor,Nando Pijnaker,Ryotaro Meshino,Gabriel Airton de Souza,Leonardo César Jardim,Reggie Cannon,Adil Rami,Chidozie Awaziem,Javi García,Gustavo Sauer,Angel Gomes,Yusupha Njie,Show,Yanis Hamache,Paulinho,Rafael Bracalli,Nuno Santos,Jorge Bengoché,Musa Juwara,Alberth Elis,Ricardo Mangas,Nathan,Sebastián Pérez Cardona,,7,6,3,2,1.9,3.3,4.2,0,0
9.0,dom,2020-12-06,20:00,Benfica,1.9,1.5,Pacos Ferreira,0,Estádio do Sport Lisboa e Benfica,Rui Costa,/pt/partidas/25fdf28e/Benfica-Pacos-de-Ferreira-2020Dezembro6-Primeira-Liga,2,1,4-4-2,4-3-3,21.0,19.0,6.0,4.0,15.0,15.0,758.0,461.0,13.0,34.0,12.0,27.0,11.0,20.0,2.0,3.0,9.0,4.0,59.0,71.0,1.0,0.0,0.0,3.0,0.0,0.0,Odisseas Vlachodimos,Gilberto,Jan Vertonghen,Everton Soares,Darwin Núñez,Pizzi,Rafa Silva,Julian Weigl,Nicolás Otamendi,Adel Taarabt,Nuno Tavares,Helton Leite,Gabriel,Luca Waldschmidt,Haris Seferović,Chiquinho,Jardel,Pedrinho,,Jordi Almeida,Oleg Reabciuk,Hélder Ferreira,Bruno Xavier Almeida Costa,Luther Singh,Lamine Diaby,Maracás,Fernando Ferreira Fonseca,Marcelo dos Santos Ferreira,Stephen Eustáquio,Douglas Tanque,José Oliveira,Marco Baixinho,Martín,Zé Uilton,Adriano Castanheira,Luíz Carlos,Lucas Silva,João Pedro Sousa Silva,,13,16,4,5,1.25,5.5,12.0,0,1
9.0,dom,2020-12-06,20:00,Belenenses,0.8,1.5,Sp Braga,0,Estádio Nacional,Hélder Malheiro,/pt/partidas/5446386d/Belenenses-SAD-Braga-2020Dezembro6-Primeira-Liga,2,1,4-4-2,3-4-3,11.0,15.0,5.0,9.0,11.0,25.0,514.0,680.0,15.0,14.0,12.0,6.0,30.0,15.0,2.0,3.0,9.0,3.0,81.0,98.0,2.0,0.0,0.0,1.0,1.0,0.0,André Moreira,Tomás Ribeiro,Rúben Lima,Bruno Ramires,Silvestre Varela,Miguel Filipe Nunes Cardoso,Tiago Esgaio,Danny Henriques,Sphephelo Sithole,Thibang Phete,Afonso Sousa,Guilherme Mata Oliveira,Diogo Calila,Edi Semedo,Cauê Cecilio da Silva,Samir Banjai,Robinho Vieira,Jordan van der Gaag,Francisco Chico,Matheus,Nuno Sequeira,Almoatasem Al Musrati,David Carmo,Paulinho,Ricardo Horta,Bruno Viana,Iuri Medeiros,Ricardo Esgaio,André Castro,Galeno,Tiago Sá,Vítor Tormena,João Novais,Abel Ruiz,André Horta,Fransérgio,Raul Silva,Rodrigo Gomes,,11,16,5,6,6.0,3.8,1.57,2,0
9.0,seg,2020-12-07,20:15,Farense,1.6,0.6,Maritimo,0,Estádio de São Lúis,Hugo Miguel,/pt/partidas/4a553b53/Farense-Maritimo-2020Dezembro7-Primeira-Liga,2,1,4-4-2,4-1-4-1,17.0,16.0,1.0,4.0,10.0,31.0,386.0,646.0,13.0,16.0,9.0,5.0,25.0,11.0,2.0,1.0,12.0,5.0,91.0,98.0,4.0,0.0,0.0,5.0,0.0,1.0,Rafael Defendi,Amine Oudrhiri,Filipe Melo,Hugo Seco,Burá,Fabrício Isidoro,Patrick,Ryan Gauld,Bilel Aouacheria,Claudio Falcão,Fábio Alexandre da Silva Nunes,Hugo Marques,Nikola Stojiljković,Madi Queita,Braian Mansilla,Miguel Bandarra,Ricardo Ferreira,Abner,Licá,Charles,Cláudio Winck,Lucas Áfrico,Jean,Rafik Guitane,Jorge Correa,Rodrigo Pinho,Milson,Rene Santos,Pedro Pelágio,Marcelo Hermes,Amir Abedzadeh,Francois-Xavier Fumu Tamuzo,Edgar Costa,Jean Cléber,Franck-Yves Bambock,Fábio China,Léo Andrade,Ali Alipour,,4,10,4,4,2.4,3.3,2.87,1,0
10.0,sex,2020-12-18,20:30,Portimonense,1.3,0.4,Famalicao,0,Estádio do Portimonense SC,Hugo Miguel,/pt/partidas/7ffb981c/Portimonense-Famalicao-2020Dezembro18-Primeira-Liga,0,0,4-2-3-1,4-3-3,22.0,19.0,4.0,1.0,29.0,8.0,647.0,479.0,20.0,18.0,20.0,14.0,19.0,21.0,1.0,1.0,3.0,10.0,83.0,78.0,3.0,0.0,0.0,3.0,0.0,0.0,Samuel Portugal,Maurício Antônio,Lucas Possignolo,Dener,Fabrício dos Santos Messias,Anderson,Fahd Moufi,Luquinha,Koki Anzai,Willyan,Aylton Boa Morte,Ricardo Abel Barbosa Ferreira,Romulo,Beto,Júlio César,Henrique,Lucas Tagliapietra,Fali Candé,Welinton Júnior,Luiz Lúcio Reis Júnior,Dani Morer,Srđan Babić,Gonçalo Rodrigues,Ruben Del Campo,Rúben Lameiras,Ivan Jaime Pajuelo,Joaquín Pereyra,Diogo Queirós,Gil Bastião Dias,Bruno Jordão,Vaná,Henrique Trevisan,Jhonata Robert,Riccieli,João Neto,Edwin Herrera,Jorge Pereira,André Ricardo,,19,8,6,4,2.4,3.2,3.0,0,0
10.0,sáb,2020-12-19,15:00,Maritimo,0.9,0.9,Belenenses,0,Estádio dos Barreiros,Fábio Veríssimo,/pt/partidas/99f96a6b/Maritimo-Belenenses-SAD-2020Dezembro19-Primeira-Liga,1,0,3-5-2,3-4-3,15.0,19.0,4.0,2.0,24.0,19.0,582.0,459.0,7.0,9.0,14.0,20.0,20.0,23.0,2.0,3.0,5.0,6.0,80.0,80.0,3.0,0.0,0.0,6.0,1.0,1.0,Amir Abedzadeh,Cláudio Winck,Zainadine Júnior,Rafik Guitane,Rodrigo Pinho,Franck-Yves Bambock,Rene Santos,Pedro Pelágio,Léo Andrade,Ali Alipour,Marcelo Hermes,Caio Secco,Jean,Jorge Correa,Francois-Xavier Fumu Tamuzo,Edgar Costa,Jean Cléber,Fábio China,Marcelinho,Stanislav Kritsyuk,Tomás Ribeiro,Rúben Lima,Bruno Ramires,Silvestre Varela,Miguel Filipe Nunes Cardoso,Tiago Esgaio,Sphephelo Sithole,Thibang Phete,Henrique,Afonso Sousa,Guilherme Mata Oliveira,Diogo Calila,Edi Semedo,Mateo Cassierra,Danny Henriques,Robinho Vieira,Francisco Chico,Afonso Taira,,10,7,2,2,2.37,3.1,3.2,0,0
10.0,sáb,2020-12-19,18:00,Tondela,0.3,0.6,Moreirense,0,Estádio João Cardoso,Manuel Mota,/pt/partidas/658a5c5f/Tondela-Moreirense-2020Dezembro19-Primeira-Liga,0,0,3-4-3,5-4-1,17.0,11.0,1.0,6.0,6.0,25.0,500.0,680.0,18.0,13.0,14.0,12.0,22.0,4.0,0.0,3.0,5.0,7.0,85.0,84.0,4.0,1.0,0.0,3.0,0.0,0.0,Babacar Niasse,Bebeto,Pedro Borges,Salvador Agra,João Pedro,Mario González,Filipe Ferreira,Enzo Martínez,Yohan Tavares,Abdel Jalil Medioub,Rafael Barbosa,Pedro Trigueira,Rúben Fonseca,Jhon Murillo,Jaume Grau,João Mendes,Tiago Melo Almeida,Naoufel Khacef,Ricardo Miguel Martins Alves,Mateus Pasinato,Anthony D'Alberto,Lazar Rosić,Fábio Pacheco,Felipe Pires,Yan Santos,Steven Vitória,Filipe Soares,Afonso Figueiredo,Alexandre Miguel Barros Soares,Derik Lacerda,Kewin,Nahuel Ferraresi,Abdu Conté,David Tavares,Ibrahima Camará,Reynaldo Cesar Moraes,Jefferson Galego,Walterson,,6,10,1,2,2.37,3.2,3.0,0,0
10.0,sáb,2020-12-19,20:30,Sp Lisbon,1.6,0.5,Farense,0,Estádio José Alvalade,André Narciso,/pt/partidas/1f732713/Sporting-CP-Farense-2020Dezembro19-Primeira-Liga,1,0,3-4-3,4-4-2,20.0,24.0,7.0,2.0,24.0,9.0,698.0,334.0,18.0,13.0,8.0,4.0,6.0,25.0,1.0,2.0,6.0,11.0,65.0,66.0,4.0,0.0,0.0,5.0,0.0,1.0,Antonio Adán,Zouhair Feddal,Sebastián Coates,Nuno Mendes,João Palhinha,Nuno Santos,Luís Neto,João Mário,Tiago Tomás,Pedro Porro,Pedro Gonçalves,Luís Maximiano,Bruno Tabata,Matheus Nunes,Andraž Šporar,Gonzalo Plata,Cristian Borja,Gonçalo Inácio,Vitorino Antunes,Rafael Defendi,Amine Oudrhiri,Filipe Melo,Hugo Seco,Burá,Fabrício Isidoro,Patrick,Ryan Gauld,Bilel Aouacheria,Claudio Falcão,Fábio Alexandre da Silva Nunes,Hugo Marques,Nikola Stojiljković,Madi Queita,Braian Mansilla,Miguel Bandarra,Abner,Alexandre Pinto,Licá,,18,8,3,3,1.3,5.5,8.5,0,0
10.0,dom,2020-12-20,15:00,Pacos Ferreira,0.9,0.7,Boavista,0,Estádio da Capital do Móvel,Tiago Martins,/pt/partidas/d3372395/Pacos-de-Ferreira-Boavista-2020Dezembro20-Primeira-Liga,1,1,4-3-3,4-3-3,13.0,12.0,5.0,3.0,29.0,10.0,545.0,475.0,19.0,9.0,11.0,14.0,9.0,31.0,0.0,1.0,,,106.0,65.0,1.0,0.0,0.0,3.0,0.0,0.0,Jordi Almeida,Oleg Reabciuk,Hélder Ferreira,Bruno Xavier Almeida Costa,Luther Singh,Luíz Carlos,Maracás,Fernando Ferreira Fonseca,Marcelo dos Santos Ferreira,Stephen Eustáquio,Douglas Tanque,Michael,Marco Baixinho,Martín,Zé Uilton,Adriano Castanheira,Lucas Silva,Lamine Diaby,João Pedro Sousa Silva,Leonardo César Jardim,Reggie Cannon,Chidozie Awaziem,Javi García,Gustavo Sauer,Angel Gomes,Yusupha Njie,Alberth Elis,Yanis Hamache,Paulinho,Cristian Castro,Rafael Bracalli,Alejandro Gómez,Nuno Santos,Jorge Bengoché,Ricardo Mangas,Nathan,Show,Sebastián Pérez Cardona,,7,8,3,4,2.25,3.4,3.1,0,0
10.0,dom,2020-12-20,17:30,Gil Vicente,1.1,1.3,Benfica,0,Estádio Cidade de Barcelos,Nuno Almeida,/pt/partidas/640187cb/Gil-Vicente-FC-Benfica-2020Dezembro20-Primeira-Liga,0,2,4-3-3,4-4-2,10.0,8.0,4.0,3.0,12.0,23.0,379.0,830.0,15.0,9.0,15.0,4.0,21.0,6.0,1.0,3.0,8.0,9.0,74.0,54.0,3.0,0.0,1.0,2.0,0.0,0.0,Denis,Joel Pereira,Rodrigão,Lourency,Claude Gonçalves,Antoine Léautey,Vitor Carvalho,Lucas Mineiro,Samuel,Talocha,Ygor Nogueira,Daniel Fuzato,Boubacar Hanne,Renan,Kanya Fujimoto,Yves Baraye,Leandrinho,Tim Hall,Henrique Gomes,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,Jan Vertonghen,Everton Soares,Darwin Núñez,Haris Seferović,Pizzi,Julian Weigl,Jardel,Pedrinho,Helton Leite,Luca Waldschmidt,Franco Cervi,Diogo Gonçalves,Andreas Samaris,Adel Taarabt,Nuno Tavares,Gonçalo Ramos,,14,11,5,6,7.0,4.75,1.4,0,0
10.0,dom,2020-12-20,20:00,Porto,1.8,0.2,Nacional,0,Estádio Do Dragão,Manuel Oliveira,/pt/partidas/ce540f3d/Porto-Nacional-2020Dezembro20-Primeira-Liga,2,0,4-4-2,4-1-4-1,14.0,18.0,8.0,1.0,19.0,7.0,692.0,542.0,15.0,18.0,12.0,10.0,14.0,22.0,0.0,1.0,2.0,14.0,56.0,68.0,0.0,0.0,0.0,2.0,0.0,0.0,Agustín Marchesín,Diogo Leite,Mateus Uribe,Mehdi Taremi,Moussa Marega,Zaidu Sanusi,Jesús Corona,Chancel Mbemba,Otávio,Sérgio Oliveira,Eulânio Ângelo Chipela Gomes,Diogo Costa,Luis Díaz,Marko Grujić,Wilson Manafá,João Mário Lopes,Toni Martínez,Evanilson,Malang Sarr,Daniel Guimarães,Lucas Kal,Pedrão,Larry Azouni,Abdullahi Ibrahim Alhassan,João Pedro Gomes Camacho,Vladan Danilović,Kenji Gorré,João Vigário,Rúben Freitas,Brayan Riascos,Riccardo Piscitelli,Vincent Koziello,Rúben Micael,Witi,Bryan Róchez,Julio,Nuno Borges,João Victor,,14,4,5,2,1.25,6.0,10.0,2,0
10.0,seg,2020-12-21,19:15,Santa Clara,2.0,1.5,Guimaraes,0,Estádio de São Miguel,Rui Costa,/pt/partidas/ff0cc6b8/Santa-Clara-Vitoria-Guimaraes-2020Dezembro21-Primeira-Liga,0,4,4-3-3,4-3-3,18.0,13.0,7.0,3.0,28.0,8.0,645.0,418.0,19.0,12.0,4.0,7.0,4.0,25.0,0.0,1.0,5.0,10.0,83.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,Marco André Rocha Pereira,Rafael Ramos,Mikel Villanueva,Fábio Cardoso,Osama Rashid,Carlos,João Paulo Lázaro Lucas,Ukra,Costinha,Rui Filipe Cunha Correia,Shahriar Moghanlou,André Ferreira,João Afonso,Lincoln,Jean Patric,Anderson Carvalho,Lucas Marques,Diogo Salomão,André Mesquita,Bruno Varela,Abdul Mumin,Ricardo Quaresma,André André,Gideon Mensah,Rochinha,Falaye Sacko,José Luis García Vayá,Oscar Estupiñan,Jorge Filipe Oliveira Fernandes,Domingos André Ribeiro Almeida,Matouš Trmal,Marcus Edwards,Denis-Will Poha,Bruno Duarte,André Amaro,Noah Holm,Miguel Luís,,,11,7,2,5,2.8,3.2,2.5,0,3
10.0,ter,2020-12-22,20:15,Sp Braga,1.6,0.8,Rio Ave,0,Estádio Municipal de Braga,João Pinheiro,/pt/partidas/1bcfc28e/Braga-Rio-Ave-2020Dezembro22-Primeira-Liga,3,0,3-4-3,3-4-3,24.0,12.0,3.0,4.0,13.0,12.0,608.0,585.0,21.0,6.0,13.0,12.0,13.0,12.0,1.0,2.0,7.0,6.0,79.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,Matheus,Vítor Tormena,Nuno Sequeira,Paulinho,Ricardo Horta,Fransérgio,Bruno Viana,Iuri Medeiros,Ricardo Esgaio,André Castro,Galeno,Tiago Sá,José Carlos,João Novais,Almoatasem Al Musrati,Abel Ruiz,David Carmo,Raul Silva,Rodrigo Gomes,Paweł Kieszek,Filipe Augusto,Toni Borevkovic,Gelson,Diego Lopes,Francisco Geraldes,Pelé,Carlos Mané,Pedro Amaral,Ivo Pinto,Aderlan Santos,Léo,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Fábio Coentrão,Ronan,Nikola Jambor,Ryotaro Meshino,Gabriel Airton de Souza,,10,8,5,2,1.5,4.0,6.0,1,0
